"","longitude","latitude","eventDate"
"565",-122.056945,37.650413,2020-09-12
"566",-120.661136,35.359414,2020-09-25
"567",-122.536122,37.857805,2020-09-18
"568",-122.582575,37.56141,2020-09-26
"569",-121.913126,37.138607,2020-10-03
"570",-122.446166,37.655903,2020-10-11
"571",-121.880417,36.571,2020-10-12
"572",-118.65087,34.104531,2020-10-17
"573",-121.192521,36.779975,2020-10-23
"574",-115.994039,31.096171,2020-10-23
"575",-122.005095,36.817749,2020-10-27
"576",-121.270065,37.03451,2020-10-30
"577",-122.529927,37.476697,2020-10-23
"578",-122.498899,37.570245,2020-10-13
"579",-122.482389,37.464905,2020-10-23
"580",-122.603108,38.240055,2020-11-17
"581",-122.96714,38.059639,2020-11-04
"582",-122.507445,37.412849,2020-11-25
"583",-122.455104,37.452215,2020-11-25
"584",-121.655415,36.823307,2020-11-19
"585",-122.970426,38.03146,2020-12-13
"586",-115.709957,30.91614,2020-12-20
"587",-115.745961,30.868731,2020-12-20
"588",-115.662037,30.806615,2020-12-20
"589",-121.936184,36.877008,2020-12-25
"590",-120.787969,35.327014,2020-12-28
"591",-123.037,38.397773,2019-01-08
"592",-120.058858,34.497684,2019-01-17
"593",-122.698544,38.29051,2019-01-17
"594",-120.067254,34.480874,2019-01-18
"595",-122.520825,37.544832,2019-01-19
"596",-122.586747,37.549367,2019-01-19
"597",-122.768099,38.226949,2019-01-22
"598",-122.473809,37.826064,2019-01-27
"599",-121.420638,37.687728,2019-01-27
"600",-121.11543,36.419235,2019-01-30
"601",-120.02789,34.516979,2019-02-11
"602",-122.536628,37.918454,2019-02-19
"603",-122.516318,37.984623,2019-02-19
"604",-120.191302,34.491595,2019-02-22
"605",-122.552768,38.201765,2019-02-28
"606",-115.759516,30.834141,2019-02-07
"607",-120.794007,35.286294,2019-02-24
"608",-121.872933,37.603847,2019-03-01
"609",-120.135052,34.469255,2019-03-04
"610",-120.143453,34.549938,2019-03-07
"611",-121.475288,37.796486,2019-03-06
"612",-122.288485,37.228894,2019-03-16
"613",-122.528374,37.885319,2019-03-04
"614",-122.725377,38.337762,2019-03-30
"615",-121.01973,36.547104,2019-03-01
"616",-121.128629,36.592745,2019-04-11
"617",-122.506027,37.980624,2019-04-23
"618",-122.829939,38.184031,2019-04-26
"619",-122.10234,37.903315,2019-04-27
"620",-121.272492,37.107618,2019-04-29
"621",-115.736965,30.827843,2019-04-28
"622",-115.631805,30.930876,2019-04-28
"623",-115.660948,30.977422,2019-04-28
"624",-115.746928,30.976551,2019-04-28
"625",-115.681465,30.922768,2019-04-28
"626",-121.500801,37.641771,2019-04-24
"627",-121.111554,36.581292,2019-04-22
"628",-115.787958,30.981666,2019-04-11
"629",-122.509746,37.468222,2019-04-04
"630",-120.709301,35.234884,2019-04-28
"631",-120.725365,35.399086,2019-04-28
"632",-120.677584,35.354825,2019-04-27
"633",-122.03196,37.143225,2019-05-28
"634",-121.034889,36.519828,2019-05-04
"635",-121.098637,36.469343,2019-05-04
"636",-121.14878,36.47908,2019-05-04
"637",-121.04041,36.507749,2019-05-04
"638",-121.043638,36.407923,2019-05-04
"639",-122.48879,38.377637,2019-05-17
"640",-115.614497,30.965566,2019-05-19
"641",-122.347605,37.586665,2019-05-21
"642",-122.428341,37.887841,2019-05-24
"643",-121.635104,37.731392,2019-05-23
"644",-121.503558,36.573077,2019-05-23
"645",-122.153898,37.399055,2019-05-15
"646",-115.610737,30.885681,2019-05-19
"647",-121.47185,37.675379,2019-05-23
"648",-121.863699,37.783296,2019-05-29
"649",-115.496348,30.974206,2019-05-19
"650",-122.599215,37.804147,2019-06-09
"651",-121.152644,36.420542,2019-06-28
"652",-121.015287,36.482476,2019-06-28
"653",-122.827166,38.318073,2019-07-05
"654",-121.902852,37.886266,2019-07-03
"655",-121.907438,37.989562,2019-07-03
"656",-122.411647,37.955305,2019-07-08
"657",-121.841696,37.830525,2019-07-09
"658",-122.787582,38.540896,2019-07-17
"659",-121.422532,37.152178,2019-07-24
"660",-121.541246,37.07531,2019-07-29
"661",-121.042266,36.567707,2019-07-09
"662",-120.947171,39.045351,2019-08-09
